Symbol,BaseSymbol,SynSymbol,SciName,CommonName,Family
DA3xx,,,Dactylorhiza unknown sp.,,Orchidaceae
DAVI6,DAVI6,,"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",longbract frog orchid,Orchidaceae
DAAL,DAAL,,Dalea albiflora A. Gray,whiteflower prairieclover,Fabaceae
DAAL4,DALE3,DAAL4,Dalea alopecuroides Willd.,,Fabaceae
DAAR5,DABIA,DAAR5,Dalea argyrea A. Gray,,Fabaceae
DAAU,DAAU,,Dalea aurea Nutt. ex Pursh,golden prairieclover,Fabaceae
DABI,DABI,,Dalea bicolor Humb. & Bonpl. ex Willd.,silver prairieclover,Fabaceae
DABIA,DABIA,,Dalea bicolor Humb. & Bonpl. ex Willd. var. argyrea (A. Gray) Barneby,silver prairie clover,Fabaceae
DABR,DABR,,Dalea brachystachya A. Gray,Fort Bowie prairieclover,Fabaceae
DACA10,MACA8,DACA10,Dalea calycosa A. Gray,,Fabaceae
DACA7,DACA7,,Dalea candida Michx. ex Willd.,slender white prairieclover,Fabaceae
DACAO,DACAO,,Dalea candida Michx. ex Willd. var. oligophylla (Torr.) Shinners,white prairie clover,Fabaceae
DACY,DACY,,Dalea cylindriceps Barneby,Andean prairieclover,Fabaceae
DAEN,DAEN,,Dalea enneandra Nutt.,nineanther prairieclover,Fabaceae
DAENP,DAEN,DAENP,Dalea enneandra Nutt. var. pumilla (Shinners) B.L. Turner,,Fabaceae
DAEX2,DAEX2,,Dalea exigua Barneby,Chihuahuan prairieclover,Fabaceae
DAFI,DAFI,,Dalea filiformis A. Gray,Sonoran prairieclover,Fabaceae
DAFO,DAFO,,Dalea formosa Torr.,feather dalea,Fabaceae
DAFR2,DAFR2,,Dalea frutescens A. Gray,black prairieclover,Fabaceae
DAFRL,DAFR2,DAFRL,Dalea frutescens A. Gray var. laxa B.L. Turner,,Fabaceae
DAGL3,DALAT,DAGL3,Dalea glaberrima S. Watson,,Fabaceae
DAGR,DAGR,,Dalea grayi (Vail) L.O. Williams,Gray's prairieclover,Fabaceae
DAGR2,DAGR2,,Dalea greggii A. Gray,Gregg's prairieclover,Fabaceae
DAJA,DAJA,,Dalea jamesii (Torr.) Torr. & A. Gray,James' prairieclover,Fabaceae
DALEA,DALEA,,Dalea L.,dalea spp.,Fabaceae
DALA,DALA,,Dalea lachnostachys A. Gray,glandleaf prairieclover,Fabaceae
DALA8,DALE3,DALA8,Dalea lagopus (Cav.) Willd.,,Fabaceae
DALA3,DALA3,,Dalea lanata Spreng.,woolly dalea,Fabaceae
DALAL,DALAL,,Dalea lanata Spreng. var. lanata,woolly prairie clover,Fabaceae
DALAT,DALAT,,Dalea lanata Spreng. var. terminalis (M.E. Jones) Barneby,woolly prairie clover,Fabaceae
DALA7,DAEN,DALA7,Dalea laxiflora Pursh,,Fabaceae
DALAP,DAEN,DALAP,Dalea laxiflora Pursh var. pumilla Shinners,,Fabaceae
DALE4,DABR,DALE4,Dalea lemmonii Parry ex A. Gray,,Fabaceae
DALE3,DALE3,,Dalea leporina (Aiton) Bullock,foxtail prairieclover,Fabaceae
DANA,DANA,,Dalea nana Torr. ex A. Gray,dwarf prairieclover,Fabaceae
DANAC,DANAC,,Dalea nana Torr. ex A. Gray var. carnescens Kearney & Peebles,dwarf prairie clover,Fabaceae
DANAE2,DANAC,DANAE2,Dalea nana Torr. ex A. Gray var. elatior A. Gray ex B.L. Turner,,Fabaceae
DANAN,DANAN,,Dalea nana Torr. ex A. Gray var. nana,dwarf prairie clover,Fabaceae
DANE,DANE,,Dalea neomexicana (A. Gray) Cory,downy prairieclover,Fabaceae
DANEN,DANEN,,Dalea neomexicana (A. Gray) Cory var. neomexicana,New Mexican prairieclover,Fabaceae
DAOC,DACAO,DAOC,Dalea occidentalis (A. Heller) Isely,,Fabaceae
DAOL2,DACAO,DAOL2,Dalea oligophylla (Torr.) Shinners,,Fabaceae
DAOR3,DAAL,DAOR3,Dalea ordiae A. Gray,,Fabaceae
DAPO,DAPO,,Dalea pogonathera A. Gray,bearded prairieclover,Fabaceae
DAPOP,DAPOP,,Dalea pogonathera A. Gray var. pogonathera,bearded prairie clover,Fabaceae
DAPO3,DAPO3,,Dalea polygonoides A. Gray,sixweeks prairieclover,Fabaceae
DAPOA,DAPO3,DAPOA,Dalea polygonoides A. Gray var. anomala (M.E. Jones) Morton,,Fabaceae
DAPU4,DAPU4,,Dalea pulchra Gentry,Santa Catalina prairieclover,Fabaceae
DAPU5,DAPU5,,Dalea purpurea Vent.,purple prairieclover,Fabaceae
DAPUA,DAPUA,,Dalea purpurea Vent. var. arenicola (Wemple) Barneby,violet prairieclover,Fabaceae
DAPUP,DAPUP,,Dalea purpurea Vent. var. purpurea,purple prairie clover,Fabaceae
DASC4,DASC4,,Dalea scariosa S. Watson,Albuquerque prairieclover,Fabaceae
DASC7,PSSC6,DASC7,Dalea scoparia A. Gray,,Fabaceae
DATE5,DATE5,,Dalea tenuifolia (A. Gray) Shinners,slimleaf prairieclover,Fabaceae
DATE8,DALAT,DATE8,Dalea terminalis M.E. Jones,,Fabaceae
DA4xx,,,Dalea unknown sp.,,Fabaceae
DAUR,DAUR,,Dalea urceolata Greene,pineforest prairieclover,Fabaceae
DAVE,DAVE,,Dalea versicolor Zucc.,oakwoods prairieclover,Fabaceae
DAVES,DAVES,,Dalea versicolor Zucc. var. sessilis (A. Gray) Barneby,oakwoods prairie clover,Fabaceae
DAVEV,DAVEV,,Dalea versicolor Zucc. var. versicolor,oakwoods prairie clover,Fabaceae
DAVI,DAVI,,Dalea villosa (Nutt.) Spreng.,silky prairieclover,Fabaceae
DAVIV,DAVIV,,Dalea villosa (Nutt.) Spreng. var. villosa,silky prairie clover,Fabaceae
DAWIS,DAVES,DAWIS,Dalea wislizeni A. Gray ssp. sessilis (A. Gray) H.C. Gentry,,Fabaceae
DAWIS2,DAVES,DAWIS2,Dalea wislizeni A. Gray var. sanctae-crucis (Rydb.) Kearney & Peebles,,Fabaceae
DAWR,DAWR,,Dalea wrightii A. Gray,Wright's prairieclover,Fabaceae
DAWRW,DAWRW,,Dalea wrightii A. Gray var. wrightii,,Fabaceae
DAAM5,DACA3,DAAM5,Danthonia americana Scribn.,,Poaceae
DACA3,DACA3,,Danthonia californica Bol.,California oatgrass,Poaceae
DACAA,DACA3,DACAA,Danthonia californica Bol. var. americana (Scribn.) Hitchc.,,Poaceae
DACAC7,DACA3,DACAC7,Danthonia californica Bol. var. californica,,Poaceae
DACAP3,DACA3,DACAP3,Danthonia californica Bol. var. palousensis H. St. John,,Poaceae
DACAP4,DACA3,DACAP4,Danthonia californica Bol. var. piperi H. St. John,,Poaceae
DACA11,DAIN,DACA11,Danthonia canadensis Baum & Findlay,,Poaceae
DANTH,DANTH,,Danthonia DC.,oatgrass,Poaceae
DAIN,DAIN,,Danthonia intermedia Vasey,timber oatgrass,Poaceae
DAINC,DAIN,DAINC,Danthonia intermedia Vasey var. cusickii T.A. Williams,,Poaceae
DAPA2,DAPA2,,Danthonia parryi Scribn.,Parry's danthonia,Poaceae
DASP2,DASP2,,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,poverty danthonia,Poaceae
DASPL,DASP2,DASPL,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult. var. longipila Scribn. & Merr.,,Poaceae
DASPP,DASP2,DASPP,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult. var. pinetorum Piper,,Poaceae
DATH3,DASP2,DATH3,Danthonia thermalis Scribn.,,Poaceae
DA5xx,,,Danthonia unknown sp.,,Poaceae
DAFL3,DAFRF,DAFL3,Dasiphora floribunda (Pursh) Raf.,,Rosaceae
DAFR6,DAFR6,,Dasiphora fruticosa (L.) Rydb.,shrubby cinquefoil,Rosaceae
DAFRF,DAFRF,,Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz,shrubby cinquefoil,Rosaceae
DAFR3,DAFRF,DAFR3,Dasiphora fruticosa auct. non (L.) Rydb.,,Rosaceae
DASIP,DASIP,,Dasiphora Raf.,shrubby cinquefoil,Rosaceae
DA6xx,,,Dasiphora unknown sp.,,Rosaceae
DALE2,DALE2,,Dasylirion leiophyllum Engelm. ex Trel.,green sotol,Liliaceae
DA7xx,,,Dasylirion unknown sp.,,Liliaceae
DAWH2,DAWH2,,Dasylirion wheeleri S. Watson,sotol (common),Liliaceae
DASYL,DASYL,,Dasylirion Zucc.,sotol,Liliaceae
DAPU7,DAPU7,,Dasyochloa pulchella (Kunth) Willd. ex Rydb.,fluffgrass,Poaceae
DA8xx,,,Dasyochloa unknown sp.,,Poaceae
DASYO,DASYO,,Dasyochloa Willd. ex Rydb.,woollygrass,Poaceae
DAAF,GEAF,DAAF,Dasystephana affinis (Griseb.) Rydb.,,Gentianaceae
DAIN4,GEAF,DAIN4,Dasystephana interrupta (Greene) Rydb.,,Gentianaceae
DA9xx,,,Dasystephana unknown sp.,,Gentianaceae
DACE,DACE,,Datura ceratocaula Ortega,Latin Thorn-Apple,Solanaceae
DAFA,DAIN2,DAFA,Datura fastuosa auct. non L.,,Solanaceae
DAFE,DAQU,DAFE,Datura ferox auct. non L.,,Solanaceae
DAIN5,DAIN2,DAIN5,"Datura innoxia Mill., orth. var.",,Solanaceae
DAIN2,DAIN2,,Datura inoxia Mill.,pricklyburr,Solanaceae
DAINQ,DAWR2,DAINQ,Datura inoxia Mill. ssp. quinquecuspida (Torr.) Barcl.,,Solanaceae
DATUR,DATUR,,Datura L.,jimsonweed,Solanaceae
DAME,DAIN2,DAME,Datura metel auct. non L.,,Solanaceae
DAMEQ,DAWR2,DAMEQ,Datura metel L. var. quinquecuspida Torr.,,Solanaceae
DAME2,DAIN2,DAME2,Datura meteloides auct. non Dunal. p.p.,,Solanaceae
DAQU,DAQU,,Datura quercifolia Kunth,Chinese thorn-apple,Solanaceae
DAST,DAST,,Datura stramonium L.,jimsonweed,Solanaceae
DASTT,DAST,DASTT,Datura stramonium L. var. tatula (L.) Torr.,,Solanaceae
DATA,DAST,DATA,Datura tatula L.,,Solanaceae
DA10xx,,,Datura unknown sp.,,Solanaceae
DAWR2,DAWR2,,Datura wrightii Regel,sacred thornapple,Solanaceae
DAUCO,DAUCO,,Daucosma Engelm. & A. Gray ex A. Gray,daucosma,Apiaceae
DALA5,DALA5,,Daucosma laciniata Engelm. & A. Gray,meadow parasol,Apiaceae
DA11xx,,,Daucosma unknown sp.,,Apiaceae
DACA6,DACA6,,Daucus carota L.,Queen Anne's lace,Apiaceae
DAUCU,DAUCU,,Daucus L.,wild carrot,Apiaceae
DAPU3,DAPU3,,Daucus pusillus Michx.,American wild carrot,Apiaceae
DA12xx,,,Daucus unknown sp.,,Apiaceae
DECO3,DECO3,,Delphinium ×confertiflorum Wooton (pro sp.) [scaposum × wootonii],larkspur,Ranunculaceae
DEMA4,DESC2,DEMA4,"Delphinium ×macrophyllum Wooton (pro sp.), database artifact",,Ranunculaceae
DEOC,DEOC,,Delphinium ×occidentale (S. Watson) S. Watson (pro sp.) [barbeyi × glaucum],duncecap larkspur,Ranunculaceae
DEAJ,COAJ,DEAJ,Delphinium ajacis L.,,Ranunculaceae
DEAL4,DECAV2,DEAL4,Delphinium albescens Rydb.,,Ranunculaceae
DEAL,DEAL,,Delphinium alpestre Rydb.,Colorado larkspur,Ranunculaceae
DEAM2,COAJ,DEAM2,Delphinium ambiguum L.,,Ranunculaceae
DEANS,DESC,DEANS,Delphinium andersonii A. Gray var. scaposum (Greene) S.L. Welsh,,Ranunculaceae
DEAN2,DEAN2,,Delphinium andesicola Ewan,Chiricahua Mountain larkspur,Ranunculaceae
DEANA,DEAN2,DEANA,Delphinium andesicola Ewan ssp. amplum (Ewan) Ewan,,Ranunculaceae
DEBA2,DEBA2,,Delphinium barbeyi (Huth) Huth,tall larkspur,Ranunculaceae
DECA3,DECA3,,Delphinium carolinianum Walter,Carolina larkspur,Ranunculaceae
DECAP,DECAV2,DECAP,Delphinium carolinianum Walter ssp. penardii (Huth) Warnock,,Ranunculaceae
DECAV2,DECAV2,,Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks,Carolina larkspur,Ranunculaceae
DECU5,DEOC,DECU5,Delphinium cucullatum A. Nelson,,Ranunculaceae
DEELO,DEOC,DEELO,Delphinium elatum L. var. occidentale S. Watson,,Ranunculaceae
DEEXB,DEBA2,DEEXB,Delphinium exaltatum Aiton var. barbeyi Huth,,Ranunculaceae
DEGEW,DEWO,DEGEW,Delphinium geyeri Greene var. wootonii (Rydb.) K.C. Davis,,Ranunculaceae
DELPH,DELPH,,Delphinium L.,larkspur,Ranunculaceae
DEMA7,DESC2,DEMA7,Delphinium macrophyllum Wooton,,Ranunculaceae
DENE3,DENU2,DENE3,Delphinium nelsonii Greene,,Ranunculaceae
DENEU,DENU2,DENEU,Delphinium nelsonii Greene ssp. utahense (S. Watson) Ewan,,Ranunculaceae
DENO,DENO,,Delphinium novomexicanum Wooton,White Mountain larkspur,Ranunculaceae
DENU2,DENU2,,Delphinium nuttallianum Pritz. ex Walp.,Nuttal's larkspur,Ranunculaceae
DENUF,DENU2,DENUF,Delphinium nuttallianum Pritz. ex Walp. var. fulvum C.L. Hitchc.,,Ranunculaceae
DENUL2,DENU2,DENUL2,Delphinium nuttallianum Pritz. ex Walp. var. levicaule C.L. Hitchc.,,Ranunculaceae
DEOCC,DEOC,DEOCC,Delphinium occidentale (S. Watson) S. Watson ssp. cucullatum (A. Nelson) Ewan,,Ranunculaceae
DEOCQ,DEOC,DEOCQ,Delphinium occidentale (S. Watson) S. Watson ssp. quercicola Ewan,,Ranunculaceae
DEOCB,DEBA2,DEOCB,Delphinium occidentale (S. Watson) S. Watson var. barbeyi (Huth) S.L. Welsh,,Ranunculaceae
DEOCC2,DEOC,DEOCC2,Delphinium occidentale (S. Watson) S. Watson var. cucullatum (A. Nelson) R.J. Davis,,Ranunculaceae
DEPE,DECAV2,DEPE,Delphinium penardii Huth,,Ranunculaceae
DERA,DERA,,Delphinium ramosum Rydb.,mountain larkspur,Ranunculaceae
DERAA,DEAL,DERAA,Delphinium ramosum Rydb. var. alpestre (Rydb.) W.A. Weber,,Ranunculaceae
DERO,DERO,,Delphinium robustum Rydb.,Wahatoya Creek larkspur,Ranunculaceae
DESA,DESA,,Delphinium sapellonis Cockerell,Sapello Canyon larkspur,Ranunculaceae
DESC,DESC,,Delphinium scaposum Greene,tall mountain larkspur,Ranunculaceae
DESC2,DESC2,,Delphinium scopulorum A. Gray,larkspur,Ranunculaceae
DESCO,DEOC,DESCO,Delphinium scopulorum A. Gray ssp. occidentale (S. Watson) Abrams,,Ranunculaceae
DESI4,DENO,DESI4,Delphinium sierrae-blancae Wooton,,Ranunculaceae
DESIA,DEAN2,DESIA,Delphinium sierrae-blancae Wooton ssp. amplum Ewan,,Ranunculaceae
DESO,DENU2,DESO,Delphinium sonnei Greene,,Ranunculaceae
DExx,,,Delphinium unknown sp.,,Ranunculaceae
DEVI,DECAV2,DEVI,Delphinium virescens Nutt.,,Ranunculaceae
DEVIP2,DECAV2,DEVIP2,Delphinium virescens Nutt. ssp. penardii (Huth) Ewan,,Ranunculaceae
DEVIW,DEWO,DEVIW,Delphinium virescens Nutt. ssp. wootonii (Rydb.) Ewan,,Ranunculaceae
DEVIM,DECAV2,DEVIM,Delphinium virescens Nutt. var. macroceratilis (Rydb.) Cory,,Ranunculaceae
DEVIP,DECAV2,DEVIP,Delphinium virescens Nutt. var. penardii (Huth) L.M. Perry,,Ranunculaceae
DEVIW2,DEWO,DEVIW2,Delphinium virescens Nutt. var. wootonii (Rydb.) Shinners,,Ranunculaceae
DEWO,DEWO,,Delphinium wootonii Rydb.,Organ Mountain larkspur,Ranunculaceae
DEBO2,DECE,DEBO2,Deschampsia bottnica (Wahlenb.) Trin.,,Poaceae
DECAG3,DECE,DECAG3,"Deschampsia caespitosa (L.) P. Beauv. ssp. genuina (Rchb.) O.H. Volk, orth. var.",,Poaceae
DECAG,DECE,DECAG,"Deschampsia caespitosa (L.) P. Beauv. ssp. glauca (C. Hartm.) C. Hartm., orth. var.",,Poaceae
DECAO,DECE,DECAO,"Deschampsia caespitosa (L.) P. Beauv. ssp. orientalis Hultén, orth. var.",,Poaceae
DECAP5,DECE,DECAP5,"Deschampsia caespitosa (L.) P. Beauv. ssp. paramushirensis (Honda) Tzvelev, orth. var.",,Poaceae
DECAP3,DECE,DECAP3,"Deschampsia caespitosa (L.) P. Beauv. ssp. parviflora (Thuill.) K. Richt., orth. var.",,Poaceae
DECAA4,DECE,DECAA4,"Deschampsia caespitosa (L.) P. Beauv. var. abbei B. Boivin, orth. var.",,Poaceae
DECAA3,DECE,DECAA3,"Deschampsia caespitosa (L.) P. Beauv. var. alpicola (Rydb.) Á. Löve & D. Löve & Kapoor, orth. var.",,Poaceae
DECAA2,DECE,DECAA2,"Deschampsia caespitosa (L.) P. Beauv. var. arctica Vasey, orth. var.",,Poaceae
DECAG2,DECE,DECAG2,"Deschampsia caespitosa (L.) P. Beauv. var. glauca (C. Hartm.) C. Hartm., non Regel, orth. var.",,Poaceae
DECAI4,DECE,DECAI4,"Deschampsia caespitosa (L.) P. Beauv. var. intercotidalis B. Boivin, orth. var.",,Poaceae
DECAL2,DECE,DECAL2,"Deschampsia caespitosa (L.) P. Beauv. var. littoralis (Gaudin) K. Richt., orth. var.",,Poaceae
DECAL,DECE,DECAL,"Deschampsia caespitosa (L.) P. Beauv. var. longiflora Beal, orth. var.",,Poaceae
DECAM3,DECE,DECAM3,"Deschampsia caespitosa (L.) P. Beauv. var. mackenzieana (Raup) B. Boivin, orth. var.",,Poaceae
DECAM2,DECE,DECAM2,"Deschampsia caespitosa (L.) P. Beauv. var. maritima Vasey, orth. var.",,Poaceae
DECAP4,DECE,DECAP4,"Deschampsia caespitosa (L.) P. Beauv. var. parviflora (Thuill.) Coss. & Germ., orth. var.",,Poaceae
DECA18,DECE,DECA18,"Deschampsia caespitosa (L.) P. Beauv., orth. var.",,Poaceae
DECA10,DEDA,DECA10,Deschampsia calycina J. Presl,,Poaceae
DECE,DECE,,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Poaceae
DECEB5,DECE,DECEB5,Deschampsia cespitosa (L.) P. Beauv. ssp. bottnica (Wahlenb.) Tzvelev,,Poaceae
DECEC2,DECE,DECEC2,Deschampsia cespitosa (L.) P. Beauv. ssp. cespitosa,,Poaceae
DECEG3,DECE,DECEG3,Deschampsia cespitosa (L.) P. Beauv. ssp. genuina (Rchb.) O.H. Volk,,Poaceae
DECEG2,DECE,DECEG2,Deschampsia cespitosa (L.) P. Beauv. ssp. glauca (C. Hartm.) C. Hartm.,,Poaceae
DECEO2,DECE,DECEO2,Deschampsia cespitosa (L.) P. Beauv. ssp. obensis (Rosh.) Tzvelev,,Poaceae
DECEO,DECE,DECEO,Deschampsia cespitosa (L.) P. Beauv. ssp. orientalis Hultén,,Poaceae
DECEP2,DECE,DECEP2,Deschampsia cespitosa (L.) P. Beauv. ssp. paramushirensis (Honda) Tzvelev,,Poaceae
DECEP3,DECE,DECEP3,Deschampsia cespitosa (L.) P. Beauv. ssp. parviflora (Thuill.) K. Richt.,,Poaceae
DECEA4,DECE,DECEA4,Deschampsia cespitosa (L.) P. Beauv. var. abbei B. Boivin,,Poaceae
DECEA,DECE,DECEA,Deschampsia cespitosa (L.) P. Beauv. var. alpicola (Rydb.) Á. Löve & D. Löve & Kapoor,,Poaceae
DECEA3,DECE,DECEA3,Deschampsia cespitosa (L.) P. Beauv. var. arctica Vasey,,Poaceae
DECEB6,DECE,DECEB6,Deschampsia cespitosa (L.) P. Beauv. var. bottnica (Wahlenb.) Vasey,,Poaceae
DECEG,DECE,DECEG,"Deschampsia cespitosa (L.) P. Beauv. var. glauca (C. Hartm.) C. Hartm., non Regel",,Poaceae
DECEI,DECE,DECEI,Deschampsia cespitosa (L.) P. Beauv. var. intercotidalis B. Boivin,,Poaceae
DECEL,DECE,DECEL,Deschampsia cespitosa (L.) P. Beauv. var. littoralis (Gaudin) K. Richt.,,Poaceae
DECEL2,DECE,DECEL2,Deschampsia cespitosa (L.) P. Beauv. var. longiflora Beal,,Poaceae
45262,DECE,2-Dec,Deschampsia cespitosa (L.) P. Beauv. var. mackenzieana (Raup) B. Boivin,,Poaceae
DECEM,DECE,DECEM,Deschampsia cespitosa (L.) P. Beauv. var. maritima Vasey,,Poaceae
DECEP4,DECE,DECEP4,Deschampsia cespitosa (L.) P. Beauv. var. pallida Gren. & Godr.,,Poaceae
DECEP,DECE,DECEP,Deschampsia cespitosa (L.) P. Beauv. var. parviflora (Thuill.) Coss. & Germ.,,Poaceae
DECO,CAPUP7,DECO,Deschampsia congestiformis Booth,,Poaceae
DEDA,DEDA,,Deschampsia danthonioides (Trin.) Munro,annual hairgrass,Poaceae
DEDAG,DEDA,DEDAG,Deschampsia danthonioides (Trin.) Munro var. gracilis (Vasey) Munz,,Poaceae
DEEL,DEEL,,Deschampsia elongata (Hook.) Munro,slender hairgrass,Poaceae
DEGL9,DECE,DEGL9,Deschampsia glauca C. Hartm.,,Poaceae
DEMA3,DECE,DEMA3,Deschampsia mackenzieana Raup,,Poaceae
DEOB6,DECE,DEOB6,Deschampsia obensis Rosh.,,Poaceae
DESCH,DESCH,,Deschampsia P. Beauv.,hairgrass,Poaceae
DEPA11,DECE,DEPA11,Deschampsia paramushirensis Honda,,Poaceae
DEPU3,DECE,DEPU3,Deschampsia pumila (Ledeb.) Ostenf.,,Poaceae
DESU2,DECE,DESU2,Deschampsia sukatschewii (Popl.) Rosh.,,Poaceae
DE2xx,,,Deschampsia unknown sp.,,Poaceae
DEAD3,DEOBA,DEAD3,Descurainia adenophora (Wooton & Standl.) O.E. Schultz,,Brassicaceae
DEBR6,DEPIB,DEBR6,Descurainia brachycarpa (Richardson) O.E. Schulz,,Brassicaceae
DECA6,DECA6,,Descurainia californica (A. Gray) O.E. Schulz,Sierran tansymustard,Brassicaceae
DEHAA2,DEPIH,DEHAA2,Descurainia halictorum (Cockerell) O.E. Schulz var. andrenarium (Cockerell) O.E. Schulz,,Brassicaceae
DEIN5,DEIN5,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn,mountain tansymustard,Brassicaceae
DEINI,DEINI,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incana,mountain tansymustard,Brassicaceae
DEINI2,DEINI2,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. incisa (Engelm. ex A. Gray) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINP,DEINP,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. procera (Greene) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINV,DEINV,,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. viscosa (Rydb.) Kartesz & Gandhi,mountain tansymustard,Brassicaceae
DEINM2,DEINP,DEINM2,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. macrosperma (O.E. Schulz) Dorn,,Brassicaceae
DEINM,DEINI,DEINM,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. major (Hook.) Dorn,,Brassicaceae
DEINV2,DEINV,DEINV2,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn var. viscosa (Rydb.) Dorn,,Brassicaceae
DEIN13,DEINI2,DEIN13,Descurainia incisa (Engelm. ex A. Gray) Britton,,Brassicaceae
DEINF,DEPIF,DEINF,Descurainia incisa (Engelm. ex A. Gray) Britton ssp. filipes (A. Gray) Rollins,,Brassicaceae
DEINI7,DEINI2,DEINI7,Descurainia incisa (Engelm. ex A. Gray) Britton ssp. incisa,,Brassicaceae
DEINP2,DEPIP2,DEINP2,Descurainia incisa (Engelm. ex A. Gray) Britton ssp. paysonii (Detling) Rollins,,Brassicaceae
DEINI6,DEINI2,DEINI6,Descurainia incisa (Engelm. ex A. Gray) Britton var. incisa,,Brassicaceae
DEINV4,DEINV,DEINV4,Descurainia incisa (Engelm. ex A. Gray) Britton var. viscosa (Rydb.) G. Mulligan,,Brassicaceae
DEIN11,DEPII,DEIN11,Descurainia intermedia (Rydb.) Daniels,,Brassicaceae
DEOB,DEOB,,Descurainia obtusa (Greene) O.E. Schulz,blunt tansymustard,Brassicaceae
DEOBA,DEOBA,,Descurainia obtusa (Greene) O.E. Schulz ssp. adenophora (Wooton & Standl.) Detling,blunt tansymustard,Brassicaceae
DEOBB,DEOBO,DEOBB,Descurainia obtusa (Greene) O.E. Schulz ssp. brevisiliqua Detling,,Brassicaceae
DEOBO,DEOBO,,Descurainia obtusa (Greene) O.E. Schulz ssp. obtusa,blunt tansymustard,Brassicaceae
DEOBT,DEOBO,DEOBT,Descurainia obtusa (Greene) O.E. Schulz ssp. typica Detling,,Brassicaceae
DEPI,DEPI,,Descurainia pinnata (Walter) Britton,western tansymustard,Brassicaceae
DEPIB,DEPIB,,Descurainia pinnata (Walter) Britton ssp. brachycarpa (Richardson) Detling,western tansymustard,Brassicaceae
DEPIF,DEPIF,,Descurainia pinnata (Walter) Britton ssp. filipes (A. Gray) Detling,western tansymustard,Brassicaceae
DEPIG,DEPIG,,Descurainia pinnata (Walter) Britton ssp. glabra (Wooton & Standl.) Detling,western tansymustard,Brassicaceae
DEPIH,DEPIH,,Descurainia pinnata (Walter) Britton ssp. halictorum (Cockerell) Detling,western tansymustard,Brassicaceae
DEPII,DEPII,,Descurainia pinnata (Walter) Britton ssp. intermedia (Rydb.) Detling,western tansymustard,Brassicaceae
DEPIO2,DEPIO2,,Descurainia pinnata (Walter) Britton ssp. ochroleuca (Wooton) Detling,western tansymustard,Brassicaceae
DEPIP2,DEPIP2,,Descurainia pinnata (Walter) Britton ssp. paysonii Detling,Payson's tansymustard,Brassicaceae
DEPIB2,DEPIB,DEPIB2,Descurainia pinnata (Walter) Britton var. brachycarpa (Richardson) Fernald,,Brassicaceae
DEPIF2,DEPIF,DEPIF2,Descurainia pinnata (Walter) Britton var. filipes (A. Gray) M. Peck,,Brassicaceae
DEPIG2,DEPIG,DEPIG2,Descurainia pinnata (Walter) Britton var. glabra (Wooton & Standl.) Shinners,,Brassicaceae
DEPIH2,DEPIH,DEPIH2,Descurainia pinnata (Walter) Britton var. halictorum (Cockerell) M. Peck,,Brassicaceae
DEPII2,DEPII,DEPII2,Descurainia pinnata (Walter) Britton var. intermedia (Rydb.) C.L. Hitchc.,,Brassicaceae
DEPIO5,DEPIO2,DEPIO5,Descurainia pinnata (Walter) Britton var. ochroleuca (Wooton) Shinners,,Brassicaceae
DEPIO6,DEPIH,DEPIO6,Descurainia pinnata (Walter) Britton var. osmiarum (Cockerell) Shinners,,Brassicaceae
DEPIP6,DEPIP2,DEPIP6,Descurainia pinnata (Walter) Britton var. paysonii (Detling) S.L. Welsh & Reveal,,Brassicaceae
DERI2,DEINI,DERI2,Descurainia richardsonii O.E. Schulz,,Brassicaceae
DERII,DEINI2,DERII,Descurainia richardsonii O.E. Schulz ssp. incisa (Engelm. ex A. Gray) Detling,,Brassicaceae
DERIP,DEINP,DERIP,Descurainia richardsonii O.E. Schulz ssp. procera (Greene) Detling,,Brassicaceae
DERIV,DEINV,DERIV,Descurainia richardsonii O.E. Schulz ssp. viscosa (Rydb.) Detling,,Brassicaceae
DERIB,DEINP,DERIB,Descurainia richardsonii O.E. Schulz var. brevipes (Rydb.) S.L. Welsh & Reveal,,Brassicaceae
DERIM,DEINP,DERIM,Descurainia richardsonii O.E. Schulz var. macrosperma O.E. Schulz,,Brassicaceae
DERIP2,DEINP,DERIP2,Descurainia richardsonii O.E. Schulz var. procera (Greene) Breitung,,Brassicaceae
